,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
178,178,18,Sat,2018-12-22,17:30,Cardiff City,1.4,2.8,Manchester Utd,"33,028",Cardiff City Stadium,Michael Oliver,/en/matches/7d45c66e/Cardiff-City-Manchester-United-December-22-2018-Premier-League,1,5,4-1-4-1,4-3-3,13.0,13.0,4.0,7.0,16.0,9.0,356.0,765.0,17.0,17.0,13.0,5.0,11.0,22.0,15.0,15.0,3.0,0.0,5.0,10.0,22.0,21.0,68.0,61.0,2.0,0.0,0.0,1.0,0.0,0.0,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Callum Paterson,Aron Gunnarsson,Greg Cunningham,Víctor Camarasa,Sol Bamba,Junior Hoilett,Alex Smithies,Lee Peltier,Joe Ralls,Kenneth Zohore,Bobby Reid,Nathaniel Mendez-Laing,David de Gea,Victor Lindelöf,Phil Jones,Paul Pogba,Marcus Rashford,Anthony Martial,Jesse Lingard,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Sergio Romero,Eric Bailly,Juan Mata,Andreas Pereira,Fred,Diogo Dalot
179,179,18,Sun,2018-12-23,16:00,Everton,0.9,2.0,Tottenham,"39,319",Goodison Park,Paul Tierney,/en/matches/31157c7c/Everton-Tottenham-Hotspur-December-23-2018-Premier-League,2,6,4-2-3-1,4-1-2-1-2,13.0,9.0,2.0,1.0,18.0,3.0,548.0,755.0,11.0,14.0,15.0,10.0,13.0,21.0,9.0,32.0,4.0,2.0,5.0,11.0,21.0,21.0,76.0,82.0,0.0,0.0,0.0,2.0,0.0,0.0,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Séamus Coleman,Tom Davies,Dominic Calvert-Lewin,Richarlison,Maarten Stekelenburg,Leighton Baines,Yerry Mina,Cenk Tosun,Morgan Schneiderlin,Oumar Niasse,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Ben Davies,Paulo Gazzaniga,Danny Rose,Érik Lamela,Kyle Walker-Peters,Juan Foyth,Lucas Moura
180,180,19,Wed,2018-12-26,12:30,Fulham,1.2,1.4,Wolves,"24,382",Craven Cottage,Andre Marriner,/en/matches/8f09048d/Fulham-Wolverhampton-Wanderers-December-26-2018-Premier-League,1,1,3-4-3,3-4-1-2,9.0,6.0,2.0,0.0,12.0,21.0,464.0,840.0,15.0,23.0,16.0,11.0,31.0,31.0,31.0,4.0,0.0,2.0,18.0,8.0,24.0,29.0,84.0,101.0,2.0,0.0,0.0,1.0,0.0,0.0,Sergio Rico,Denis Odoi,Calum Chambers,Aleksandar Mitrović,Tim Ream,André Schürrle,Cyrus Christie,Joe Bryan,Jean Seri,Alfie Mawson,Aboubakar Kamara,Marcus Bettinelli,Ryan Sessegnon,Kevin McDonald,Tom Cairney,Floyd Ayité,Luciano Vietto,Rui Patrício,Matt Doherty,Ryan Bennett,Raúl Jiménez,Willy Boly,Conor Coady,Morgan Gibbs-White,Jonny Castro,Romain Saïss,João Moutinho,Adama Traoré,John Ruddy,Ivan Cavaleiro,Rúben Neves,Hélder Costa,Rúben Vinagre,Léo Bonatini
181,181,19,Wed,2018-12-26,15:00,Burnley,2.0,1.5,Everton,"21,484",Turf Moor,Michael Oliver,/en/matches/146ab8f3/Burnley-Everton-December-26-2018-Premier-League,1,5,5-3-2,3-4-3,11.0,19.0,5.0,7.0,18.0,19.0,554.0,578.0,17.0,10.0,2.0,6.0,34.0,52.0,21.0,33.0,2.0,2.0,5.0,10.0,23.0,21.0,91.0,86.0,2.0,0.0,0.0,4.0,0.0,0.0,Joe Hart,Matthew Lowton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Sam Vokes,Ashley Barnes,Jeff Hendrick,Ben Gibson,Ashley Westwood,Tom Heaton,Jóhann Berg Guðmundsson,Chris Wood,Phil Bardsley,Matěj Vydra,Kevin Long,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Bernard,Séamus Coleman,Dominic Calvert-Lewin,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Idrissa Gana Gueye,Oumar Niasse,Tom Davies
182,182,19,Wed,2018-12-26,15:00,Manchester Utd,1.5,1.1,Huddersfield,"74,523",Old Trafford,Jonathan Moss,/en/matches/1eacf9b2/Manchester-United-Huddersfield-Town-December-26-2018-Premier-League,3,1,4-2-3-1,4-2-3-1,9.0,13.0,5.0,3.0,13.0,15.0,793.0,510.0,14.0,27.0,12.0,21.0,16.0,12.0,17.0,21.0,1.0,4.0,12.0,3.0,32.0,20.0,64.0,71.0,1.0,0.0,0.0,1.0,0.0,0.0,David de Gea,Victor Lindelöf,Phil Jones,Paul Pogba,Juan Mata,Marcus Rashford,Jesse Lingard,Fred,Diogo Dalot,Luke Shaw,Nemanja Matić,Sergio Romero,Eric Bailly,Andreas Pereira,Ashley Young,Ander Herrera,Marouane Fellaini,Jonas Lössl,Terence Kongolo,Philip Billing,Elias Kachunga,Isaac Mbenza,Laurent Depoitre,Alex Pritchard,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Erik Durm,Ben Hamer,Jonathan Hogg,Juninho Bacuna,Chris Löwe,Collin Quaner,Steve Mounié
183,183,19,Wed,2018-12-26,15:00,Liverpool,2.9,0.5,Newcastle Utd,"53,318",Anfield,Graham Scott,/en/matches/3d252639/Liverpool-Newcastle-United-December-26-2018-Premier-League,4,0,4-2-3-1,5-3-2,7.0,10.0,10.0,2.0,26.0,14.0,878.0,402.0,8.0,15.0,9.0,15.0,16.0,16.0,14.0,44.0,1.0,1.0,7.0,13.0,26.0,18.0,103.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Xherdan Shaqiri,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Nathaniel Clyne,Fabinho,Naby Keïta,Daniel Sturridge,Adam Lallana,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Mohamed Diamé,Matt Ritchie,Yoshinori Mutō,Isaac Hayden,Kenedy,Federico Fernández,Joselu,DeAndre Yedlin,Freddie Woodman,Fabian Schär,Jacob Murphy,Salomón Rondón,Ayoze Pérez,Javier Manquillo
184,184,19,Wed,2018-12-26,15:00,Leicester City,1.3,1.4,Manchester City,"32,090",King Power Stadium,Mike Dean,/en/matches/56a793f1/Leicester-City-Manchester-City-December-26-2018-Premier-League,2,1,4-3-3,4-3-3,5.0,8.0,3.0,7.0,11.0,35.0,492.0,781.0,22.0,18.0,8.0,5.0,26.0,15.0,51.0,14.0,1.0,3.0,11.0,5.0,17.0,26.0,73.0,76.0,2.0,0.0,0.0,2.0,1.0,0.0,Kasper Schmeichel,Ben Chilwell,Wes Morgan,Jamie Vardy,James Maddison,Marc Albrighton,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Hamza Choudhury,Danny Ward,Danny Simpson,Jonny Evans,Demarai Gray,Shinji Okazaki,Vicente Iborra,Ederson,Danilo,John Stones,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Aymeric Laporte,Kevin De Bruyne,Fabian Delph,Leroy Sané,Bernardo Silva,Arijanet Muric,Kyle Walker,David Silva,Riyad Mahrez,Nicolás Otamendi,Oleksandr Zinchenko
185,185,19,Wed,2018-12-26,15:00,Tottenham,1.7,1.1,Bournemouth,"45,154",Tottenham Hotspur Stadium,Chris Kavanagh,/en/matches/5c08f848/Tottenham-Hotspur-Bournemouth-December-26-2018-Premier-League,5,0,4-2-3-1,4-1-4-1,5.0,8.0,3.0,4.0,10.0,15.0,729.0,581.0,12.0,16.0,12.0,10.0,8.0,15.0,16.0,8.0,1.0,3.0,8.0,5.0,14.0,24.0,70.0,71.0,2.0,0.0,0.0,1.0,0.0,0.0,Hugo Lloris,Danny Rose,Toby Alderweireld,Son Heung-min,Harry Winks,Harry Kane,Kyle Walker-Peters,Moussa Sissoko,Juan Foyth,Christian Eriksen,Lucas Moura,Paulo Gazzaniga,Kieran Trippier,Davinson Sánchez,Érik Lamela,Fernando Llorente,Ben Davies,Asmir Begović,Simon Francis,Steve Cook,Nathan Aké,Andrew Surman,Jefferson Lerma,Charlie Daniels,Callum Wilson,Junior Stanislas,David Brooks,Ryan Fraser,Artur Boruc,Lys Mousset,Jordon Ibe,Joshua King,Jermain Defoe,Diego Rico
186,186,19,Wed,2018-12-26,15:00,Crystal Palace,2.1,0.9,Cardiff City,"25,206",Selhurst Park,Lee Probert,/en/matches/c58e407b/Crystal-Palace-Cardiff-City-December-26-2018-Premier-League,0,0,4-4-2,5-4-1,9.0,11.0,12.0,1.0,27.0,10.0,690.0,479.0,10.0,20.0,10.0,13.0,22.0,23.0,14.0,49.0,0.0,3.0,6.0,18.0,32.0,20.0,84.0,84.0,0.0,0.0,0.0,3.0,0.0,0.0,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Max Meyer,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,James McArthur,Aaron Wan-Bissaka,Julián Speroni,Joel Ward,Scott Dann,Jordan Ayew,Jeffrey Schlupp,Connor Wickham,Neil Etheridge,Lee Peltier,Joe Bennett,Sean Morrison,Bruno Ecuele Manga,Joe Ralls,Bobby Reid,Víctor Camarasa,Sol Bamba,Kadeem Harris,Junior Hoilett,Alex Smithies,Harry Arter,Josh Murphy,Aron Gunnarsson,Greg Cunningham,Nathaniel Mendez-Laing
187,187,19,Wed,2018-12-26,17:15,Brighton,1.1,0.8,Arsenal,"30,608",The American Express Community Stadium,Anthony Taylor,/en/matches/60a25a27/Brighton-and-Hove-Albion-Arsenal-December-26-2018-Premier-League,1,1,4-5-1,4-1-2-1-2,10.0,4.0,4.0,9.0,16.0,17.0,459.0,832.0,19.0,7.0,13.0,10.0,15.0,14.0,22.0,12.0,1.0,1.0,8.0,9.0,20.0,18.0,73.0,56.0,2.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Shane Duffy,Dale Stephens,Jürgen Locadia,Pascal Groß,Leon Balogun,Glenn Murray,Solly March,Martín Montoya,Davy Pröpper,Bernardo,David Button,Bruno,Gaëtan Bong,Beram Kayal,Yves Bissouma,Florin Andone,Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Alexandre Lacazette,Mesut Özil,Lucas Torreira,Stephan Lichtsteiner,Pierre-Emerick Aubameyang,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Aaron Ramsey,Ainsley Maitland-Niles,Alex Iwobi,Eddie Nketiah
188,188,19,Wed,2018-12-26,19:30,Watford,1.2,1.9,Chelsea,"20,415",Vicarage Road Stadium,Martin Atkinson,/en/matches/1634f179/Watford-Chelsea-December-26-2018-Premier-League,1,2,4-2-2-2,4-3-3,15.0,5.0,3.0,4.0,11.0,11.0,523.0,866.0,18.0,12.0,12.0,3.0,20.0,15.0,15.0,15.0,0.0,2.0,12.0,7.0,16.0,14.0,90.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,Ben Foster,Gerard Deulofeu,Troy Deeney,Ken Sema,Craig Cathcart,Abdoulaye Doucouré,Kiko Femenía,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Tom Cleverley,Isaac Success,Adam Masina,Domingos Quina,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Eden Hazard,Pedro,Mateo Kovačić,Willian,César Azpilicueta,David Luiz,Willy Caballero,Cesc Fàbregas,Ross Barkley,Olivier Giroud,Callum Hudson-Odoi,Gary Cahill
189,189,19,Thu,2018-12-27,19:45,Southampton,1.2,1.2,West Ham,"31,654",St. Mary's Stadium,Craig Pawson,/en/matches/697ac3ce/Southampton-West-Ham-United-December-27-2018-Premier-League,1,2,3-4-3,4-2-3-1,10.0,3.0,4.0,6.0,17.0,16.0,601.0,690.0,25.0,20.0,12.0,13.0,16.0,18.0,32.0,21.0,4.0,2.0,10.0,5.0,23.0,33.0,65.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,Alex McCarthy,Maya Yoshida,Jannik Vestergaard,Danny Ings,Oriol Romeu,Stuart Armstrong,Mario Lemina,Nathan Redmond,Matt Targett,Jan Bednarek,Yan Valery,Angus Gunn,Jack Stephens,Shane Long,Charlie Austin,Mohamed Elyounoussi,James Ward-Prowse,Łukasz Fabiański,Aaron Cresswell,Felipe Anderson,Robert Snodgrass,Pedro Obiang,Angelo Ogbonna,Issa Diop,Lucas Pérez,Michail Antonio,Declan Rice,Grady Diangana,Adrián,Andy Carroll,Mark Noble,Arthur Masuaku,Xande Silva,nan
190,190,20,Sat,2018-12-29,15:00,Watford,1.3,0.7,Newcastle Utd,"20,336",Vicarage Road Stadium,Roger East,/en/matches/06693984/Watford-Newcastle-United-December-29-2018-Premier-League,1,1,4-2-2-2,5-4-1,17.0,16.0,3.0,6.0,22.0,25.0,741.0,490.0,7.0,22.0,7.0,18.0,30.0,23.0,33.0,37.0,1.0,4.0,3.0,6.0,26.0,11.0,78.0,92.0,1.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Adrian Mariappa,Gerard Deulofeu,Isaac Success,Adam Masina,Craig Cathcart,Will Hughes,Domingos Quina,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Miguel Britos,Tom Cleverley,Troy Deeney,Ken Sema,Abdoulaye Doucouré,Martin Dúbravka,Paul Dummett,Jamaal Lascelles,Salomón Rondón,Mohamed Diamé,Matt Ritchie,Isaac Hayden,Ayoze Pérez,Federico Fernández,DeAndre Yedlin,Christian Atsu,Freddie Woodman,Fabian Schär,Jacob Murphy,Jonjo Shelvey,Yoshinori Mutō,Javier Manquillo
191,191,20,Sat,2018-12-29,15:00,Fulham,1.8,0.4,Huddersfield,"24,423",Craven Cottage,Kevin Friend,/en/matches/2cd7ca82/Fulham-Huddersfield-Town-December-29-2018-Premier-League,1,0,3-4-3,3-5-1-1,12.0,10.0,4.0,3.0,22.0,17.0,559.0,673.0,8.0,9.0,10.0,12.0,38.0,25.0,28.0,21.0,3.0,2.0,7.0,7.0,23.0,27.0,88.0,106.0,3.0,0.0,0.0,1.0,0.0,0.0,Sergio Rico,Denis Odoi,Calum Chambers,Aleksandar Mitrović,Tom Cairney,Tim Ream,Luciano Vietto,Cyrus Christie,Joe Bryan,Jean Seri,Alfie Mawson,Marcus Bettinelli,Ryan Sessegnon,Floyd Ayité,André Schürrle,Maxime Le Marchand,Ibrahima Cissé,Jonas Lössl,Terence Kongolo,Jonathan Hogg,Philip Billing,Chris Löwe,Alex Pritchard,Steve Mounié,Mathias Jørgensen,Christopher Schindler,Florent Hadergjonaj,Erik Durm,Ben Hamer,Juninho Bacuna,Elias Kachunga,Adama Diakhaby,Isaac Mbenza,Laurent Depoitre
192,192,20,Sat,2018-12-29,15:00,Brighton,1.1,0.7,Everton,"30,597",The American Express Community Stadium,Andy Madley,/en/matches/52202784/Brighton-and-Hove-Albion-Everton-December-29-2018-Premier-League,1,0,4-5-1,3-4-3,10.0,11.0,6.0,6.0,17.0,20.0,549.0,609.0,23.0,16.0,6.0,8.0,27.0,34.0,40.0,19.0,2.0,1.0,8.0,9.0,39.0,34.0,100.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,David Button,Shane Duffy,Lewis Dunk,Dale Stephens,Jürgen Locadia,Florin Andone,Pascal Groß,Solly March,Martín Montoya,Davy Pröpper,Bernardo,Jason Steele,Gaëtan Bong,Beram Kayal,Yves Bissouma,Leon Balogun,Glenn Murray,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Theo Walcott,Lucas Digne,Yerry Mina,Idrissa Gana Gueye,Bernard,Séamus Coleman,Richarlison,Maarten Stekelenburg,Leighton Baines,Phil Jagielka,Gylfi Sigurðsson,Oumar Niasse,Tom Davies
193,193,20,Sat,2018-12-29,15:00,Leicester City,1.8,0.6,Cardiff City,"32,047",King Power Stadium,Simon Hooper,/en/matches/b815d126/Leicester-City-Cardiff-City-December-29-2018-Premier-League,0,1,4-2-3-1,4-1-4-1,14.0,16.0,10.0,4.0,25.0,16.0,633.0,453.0,19.0,15.0,6.0,17.0,31.0,22.0,27.0,37.0,0.0,1.0,9.0,7.0,29.0,21.0,70.0,78.0,0.0,0.0,0.0,2.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Demarai Gray,Jamie Vardy,James Maddison,Marc Albrighton,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Danny Ward,Danny Simpson,Kelechi Iheanacho,Shinji Okazaki,Vicente Iborra,Christian Fuchs,Neil Etheridge,Sean Morrison,Bruno Ecuele Manga,Harry Arter,Josh Murphy,Callum Paterson,Aron Gunnarsson,Greg Cunningham,Víctor Camarasa,Sol Bamba,Junior Hoilett,Alex Smithies,Lee Peltier,Joe Bennett,Joe Ralls,Bobby Reid,Nathaniel Mendez-Laing
194,194,20,Sat,2018-12-29,15:00,Tottenham,0.3,0.9,Wolves,"46,356",Tottenham Hotspur Stadium,Stuart Attwell,/en/matches/d72c42c6/Tottenham-Hotspur-Wolverhampton-Wanderers-December-29-2018-Premier-League,1,3,4-1-2-1-2,3-4-3,7.0,7.0,6.0,7.0,14.0,24.0,812.0,565.0,18.0,18.0,4.0,12.0,12.0,15.0,23.0,16.0,0.0,4.0,3.0,6.0,20.0,16.0,64.0,76.0,3.0,0.0,0.0,2.0,0.0,0.0,Hugo Lloris,Kieran Trippier,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Ben Davies,Paulo Gazzaniga,Danny Rose,Georges-Kévin N'Koudou,Kyle Walker-Peters,Juan Foyth,Lucas Moura,Rui Patrício,Matt Doherty,Ryan Bennett,Ivan Cavaleiro,Rúben Neves,Raúl Jiménez,Willy Boly,Conor Coady,Jonny Castro,Leander Dendoncker,Adama Traoré,John Ruddy,Hélder Costa,Morgan Gibbs-White,Romain Saïss,João Moutinho,Rúben Vinagre
195,195,20,Sat,2018-12-29,17:30,Liverpool,3.8,1.0,Arsenal,"53,326",Anfield,Michael Oliver,/en/matches/33716a25/Liverpool-Arsenal-December-29-2018-Premier-League,5,1,4-2-3-1,4-2-3-1,8.0,13.0,5.0,3.0,8.0,10.0,643.0,681.0,17.0,17.0,8.0,12.0,7.0,7.0,15.0,14.0,2.0,5.0,6.0,7.0,11.0,15.0,61.0,64.0,1.0,0.0,0.0,2.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Sadio Mané,Mohamed Salah,Xherdan Shaqiri,Andrew Robertson,Trent Alexander-Arnold,Simon Mignolet,Nathaniel Clyne,Naby Keïta,Jordan Henderson,Daniel Sturridge,Adam Lallana,Bernd Leno,Sokratis Papastathopoulos,Aaron Ramsey,Lucas Torreira,Stephan Lichtsteiner,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Alex Iwobi,Shkodran Mustafi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Laurent Koscielny,Alexandre Lacazette,Mattéo Guendouzi,Joe Willock
196,196,20,Sun,2018-12-30,12:00,Crystal Palace,0.2,0.9,Chelsea,"25,781",Selhurst Park,Craig Pawson,/en/matches/060ad174/Crystal-Palace-Chelsea-December-30-2018-Premier-League,0,1,4-5-1,4-3-3,11.0,8.0,3.0,4.0,14.0,16.0,545.0,915.0,13.0,13.0,15.0,17.0,12.0,11.0,26.0,18.0,3.0,3.0,8.0,6.0,20.0,18.0,71.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,Vicente Guaita,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Andros Townsend,Wilfried Zaha,Mamadou Sakho,Jeffrey Schlupp,James McArthur,Aaron Wan-Bissaka,Wayne Hennessey,Joel Ward,Scott Dann,Max Meyer,Jordan Ayew,Connor Wickham,Kepa Arrizabalaga,Antonio Rüdiger,Marcos Alonso,Jorginho,N'Golo Kanté,Ross Barkley,Eden Hazard,Olivier Giroud,Willian,César Azpilicueta,David Luiz,Willy Caballero,Mateo Kovačić,Davide Zappacosta,Andreas Christensen,Álvaro Morata,Emerson Palmieri
197,197,20,Sun,2018-12-30,14:15,Southampton,0.2,2.5,Manchester City,"31,381",St. Mary's Stadium,Paul Tierney,/en/matches/75424968/Southampton-Manchester-City-December-30-2018-Premier-League,1,3,4-3-2-1,4-3-3,11.0,10.0,3.0,8.0,10.0,18.0,384.0,931.0,25.0,12.0,13.0,7.0,16.0,16.0,33.0,20.0,0.0,2.0,7.0,3.0,12.0,27.0,55.0,59.0,2.0,1.0,0.0,3.0,0.0,0.0,Alex McCarthy,Jack Stephens,Charlie Austin,Mohamed Elyounoussi,Oriol Romeu,James Ward-Prowse,Mario Lemina,Pierre Højbjerg,Matt Targett,Jan Bednarek,Kayne Ramsey,Angus Gunn,Maya Yoshida,Shane Long,Danny Ings,Stuart Armstrong,Nathan Redmond,Ederson,Danilo,Vincent Kompany,Raheem Sterling,Sergio Agüero,Aymeric Laporte,Bernardo Silva,David Silva,Fernandinho,Riyad Mahrez,Oleksandr Zinchenko,Arijanet Muric,Kyle Walker,John Stones,Leroy Sané,Nicolás Otamendi,Gabriel Jesus
198,198,20,Sun,2018-12-30,14:15,Burnley,2.7,0.8,West Ham,"20,933",Turf Moor,David Coote,/en/matches/ac412bcf/Burnley-West-Ham-United-December-30-2018-Premier-League,2,0,4-4-2,4-4-2,15.0,11.0,5.0,5.0,19.0,17.0,523.0,609.0,21.0,16.0,12.0,2.0,24.0,26.0,35.0,19.0,4.0,1.0,5.0,10.0,25.0,34.0,88.0,86.0,1.0,0.0,0.0,4.0,0.0,0.0,Tom Heaton,Charlie Taylor,Jack Cork,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Ashley Barnes,Chris Wood,Ashley Westwood,Phil Bardsley,Dwight McNeil,Joe Hart,Sam Vokes,Jeff Hendrick,Ben Gibson,Matěj Vydra,Kevin Long,Łukasz Fabiański,Aaron Cresswell,Marko Arnautović,Felipe Anderson,Robert Snodgrass,Mark Noble,Angelo Ogbonna,Issa Diop,Lucas Pérez,Michail Antonio,Declan Rice,Adrián,Andy Carroll,Pedro Obiang,Arthur Masuaku,Xande Silva,Grady Diangana
199,199,20,Sun,2018-12-30,16:30,Manchester Utd,2.9,0.5,Bournemouth,"74,556",Old Trafford,Lee Mason,/en/matches/4c4766d0/Manchester-United-Bournemouth-December-30-2018-Premier-League,4,1,4-2-3-1,3-5-2,10.0,7.0,4.0,5.0,11.0,13.0,827.0,491.0,12.0,8.0,7.0,5.0,11.0,11.0,21.0,19.0,6.0,0.0,6.0,6.0,21.0,18.0,60.0,55.0,2.0,1.0,0.0,0.0,0.0,0.0,David de Gea,Victor Lindelöf,Eric Bailly,Paul Pogba,Marcus Rashford,Anthony Martial,Jesse Lingard,Ashley Young,Ander Herrera,Luke Shaw,Nemanja Matić,Sergio Romero,Phil Jones,Juan Mata,Romelu Lukaku,Andreas Pereira,Marouane Fellaini,Asmir Begović,Steve Cook,Nathan Aké,Andrew Surman,Jordon Ibe,Charlie Daniels,Callum Wilson,Joshua King,Junior Stanislas,David Brooks,Diego Rico,Artur Boruc,Jefferson Lerma,Lys Mousset,Jermain Defoe,Ryan Fraser,Jack Simpson
200,200,21,Tue,2019-01-01,12:30,Everton,1.0,0.6,Leicester City,"39,052",Goodison Park,Martin Atkinson,/en/matches/6cbc15a7/Everton-Leicester-City-January-1-2019-Premier-League,0,1,4-2-3-1,4-3-3,5.0,8.0,6.0,5.0,30.0,13.0,716.0,570.0,18.0,26.0,12.0,13.0,32.0,31.0,14.0,39.0,1.0,2.0,5.0,12.0,31.0,28.0,78.0,91.0,3.0,0.0,0.0,1.0,0.0,0.0,Jordan Pickford,Michael Keane,Kurt Zouma,André Gomes,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Idrissa Gana Gueye,Dominic Calvert-Lewin,Richarlison,Jonjoe Kenny,Maarten Stekelenburg,Leighton Baines,Yerry Mina,Cenk Tosun,Bernard,Séamus Coleman,Kasper Schmeichel,Danny Simpson,Ben Chilwell,Jonny Evans,Jamie Vardy,Ricardo Pereira,Harry Maguire,Nampalys Mendy,Wilfred Ndidi,Rachid Ghezzal,Hamza Choudhury,Danny Ward,Çağlar Söyüncü,Demarai Gray,James Maddison,Marc Albrighton,Shinji Okazaki
201,201,21,Tue,2019-01-01,15:00,Arsenal,4.5,1.4,Fulham,"59,887",Emirates Stadium,Graham Scott,/en/matches/652ef5bb/Arsenal-Fulham-January-1-2019-Premier-League,4,1,3-4-3,3-4-3,7.0,12.0,8.0,3.0,16.0,14.0,702.0,548.0,15.0,18.0,12.0,12.0,20.0,19.0,19.0,33.0,4.0,4.0,8.0,8.0,26.0,11.0,79.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,Bernd Leno,Sokratis Papastathopoulos,Laurent Koscielny,Alexandre Lacazette,Pierre-Emerick Aubameyang,Ainsley Maitland-Niles,Alex Iwobi,Shkodran Mustafi,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Petr Čech,Mohamed Elneny,Aaron Ramsey,Lucas Torreira,Stephan Lichtsteiner,Eddie Nketiah,Sergio Rico,Ryan Sessegnon,Denis Odoi,Aleksandar Mitrović,Tom Cairney,Tim Ream,André Schürrle,Maxime Le Marchand,Cyrus Christie,Joe Bryan,Ibrahima Cissé,Marcus Bettinelli,Stefan Johansen,Floyd Ayité,Luciano Vietto,Timothy Fosu-Mensah,Jean Seri
