,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador19_home,jogador18_away,jogador19_away
65,65,7,Sat,2019-09-28,15:00,Wolves,1.4,1.4,Watford,"30,711",Molineux Stadium,Paul Tierney,/en/matches/4c088365/Wolverhampton-Wanderers-Watford-September-28-2019-Premier-League,2,0,3-4-3,4-3-3,5.0,6.0,1.0,6.0,11.0,20.0,550.0,770.0,21.0,15.0,17.0,5.0,12.0,22.0,27.0,7.0,2.0,1.0,12.0,6.0,15.0,32.0,62.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,Rui Patrício,Matt Doherty,Pedro Neto,Raúl Jiménez,Willy Boly,Conor Coady,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,Adama Traoré,John Ruddy,Ryan Bennett,Rúben Neves,Patrick Cutrone,Morgan Gibbs-White,Rúben Vinagre,Ben Foster,Daryl Janmaat,Craig Dawson,Gerard Deulofeu,Tom Cleverley,Danny Welbeck,Craig Cathcart,Abdoulaye Doucouré,Ismaila Sarr,José Holebas,Étienne Capoue,Heurelho Gomes,Nathaniel Chalobah,Andre Gray,Domingos Quina,Kiko Femenía,Christian Kabasele,nan,nan,nan,nan
66,66,7,Sat,2019-09-28,15:00,Bournemouth,1.9,1.6,West Ham,"10,729",Vitality Stadium,Stuart Attwell,/en/matches/704e536e/Bournemouth-West-Ham-United-September-28-2019-Premier-League,2,2,4-4-2,4-1-4-1,7.0,8.0,6.0,6.0,17.0,20.0,627.0,628.0,8.0,23.0,12.0,12.0,24.0,25.0,21.0,19.0,2.0,2.0,4.0,4.0,30.0,13.0,77.0,86.0,3.0,0.0,0.0,1.0,0.0,0.0,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Dominic Solanke,Callum Wilson,Jack Stacey,Diego Rico,Harry Wilson,Philip Billing,Artur Boruc,Simon Francis,Andrew Surman,Jordon Ibe,Arnaut Danjuma,Lewis Cook,Łukasz Fabiański,Aaron Cresswell,Andriy Yarmolenko,Felipe Anderson,Mark Noble,Pablo Fornals,Angelo Ogbonna,Sébastien Haller,Issa Diop,Ryan Fredericks,Declan Rice,Roberto,Fabián Balbuena,Pablo Zabaleta,Manuel Lanzini,Robert Snodgrass,Jack Wilshere,nan,nan,nan,nan
67,67,7,Sat,2019-09-28,17:30,Everton,2.4,2.8,Manchester City,"39,222",Goodison Park,Michael Oliver,/en/matches/1b9f4fc3/Everton-Manchester-City-September-28-2019-Premier-League,1,3,4-2-3-1,4-3-3,4.0,8.0,5.0,2.0,19.0,13.0,496.0,779.0,19.0,15.0,11.0,8.0,16.0,11.0,9.0,21.0,2.0,5.0,11.0,4.0,15.0,16.0,70.0,58.0,2.0,0.0,0.0,2.0,0.0,0.0,Jordan Pickford,Michael Keane,Richarlison,Fabian Delph,Dominic Calvert-Lewin,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Morgan Schneiderlin,Séamus Coleman,Jonas Lössl,Mason Holgate,Cenk Tosun,Alex Iwobi,Djibril Sidibé,Tom Davies,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Oleksandr Zinchenko,Rodri,Kevin De Bruyne,Fernandinho,Riyad Mahrez,Nicolás Otamendi,Claudio Bravo,Sergio Agüero,Bernardo Silva,David Silva,Benjamin Mendy,João Cancelo,nan,nan,nan,nan
68,68,7,Sun,2019-09-29,16:30,Leicester City,1.6,0.1,Newcastle Utd,"32,168",King Power Stadium,Craig Pawson,/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,5,0,4-1-4-1,4-2-3-1,12.0,9.0,9.0,0.0,28.0,8.0,891.0,478.0,24.0,17.0,15.0,12.0,8.0,12.0,9.0,27.0,0.0,1.0,6.0,8.0,23.0,22.0,59.0,42.0,1.0,0.0,0.0,1.0,1.0,0.0,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,Harvey Barnes,Ayoze Pérez,Ricardo Pereira,Wilfred Ndidi,Dennis Praet,Danny Ward,James Justin,Wes Morgan,Demarai Gray,Marc Albrighton,Kelechi Iheanacho,Martin Dúbravka,Paul Dummett,Fabian Schär,Jamaal Lascelles,Joelinton,Yoshinori Mutō,Isaac Hayden,Emil Krafth,Miguel Almirón,Christian Atsu,Sean Longstaff,Karl Darlow,Ki Sung-yueng,Andy Carroll,Allan Saint-Maximin,Federico Fernández,Javier Manquillo,nan,nan,nan,nan
69,69,7,Mon,2019-09-30,20:00,Manchester Utd,0.9,1.9,Arsenal,"73,201",Old Trafford,Kevin Friend,/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League,1,1,4-2-3-1,4-3-3,18.0,13.0,8.0,7.0,19.0,20.0,592.0,525.0,15.0,19.0,11.0,8.0,10.0,10.0,8.0,16.0,2.0,4.0,8.0,11.0,22.0,19.0,61.0,66.0,4.0,0.0,0.0,2.0,0.0,0.0,David de Gea,Victor Lindelöf,Harry Maguire,Paul Pogba,Marcus Rashford,Jesse Lingard,Andreas Pereira,Ashley Young,Daniel James,Axel Tuanzebe,Scott McTominay,Sergio Romero,Juan Mata,Marcos Rojo,Fred,Mason Greenwood,Nemanja Matić,Bernd Leno,Sokratis Papastathopoulos,Lucas Torreira,Pierre-Emerick Aubameyang,Nicolas Pépé,Calum Chambers,David Luiz,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Bukayo Saka,Emiliano Martínez,Dani Ceballos,Ainsley Maitland-Niles,Rob Holding,Reiss Nelson,Joe Willock,nan,nan,nan,nan
70,70,8,Sat,2019-10-05,12:30,Brighton,2.4,0.4,Tottenham,"30,610",The American Express Community Stadium,Jonathan Moss,/en/matches/aafb2d3a/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-5-2019-Premier-League,3,0,4-4-2,4-2-3-1,11.0,7.0,4.0,4.0,16.0,15.0,677.0,709.0,22.0,23.0,14.0,11.0,13.0,10.0,19.0,15.0,1.0,1.0,4.0,8.0,21.0,27.0,67.0,49.0,2.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Lewis Dunk,Dale Stephens,Neal Maupay,Pascal Groß,Adam Webster,Aaron Mooy,Martín Montoya,Dan Burn,Aaron Connolly,Steven Alzate,David Button,Gaëtan Bong,Yves Bissouma,Leon Balogun,Alireza Jahanbakhsh,Glenn Murray,Hugo Lloris,Toby Alderweireld,Jan Vertonghen,Son Heung-min,Harry Kane,Érik Lamela,Eric Dier,Moussa Sissoko,Christian Eriksen,Tanguy Ndombele,Ben Davies,Paulo Gazzaniga,Davinson Sánchez,Harry Winks,Dele Alli,Juan Foyth,Lucas Moura,nan,nan,nan,nan
71,71,8,Sat,2019-10-05,15:00,Watford,1.4,0.4,Sheffield Utd,"20,811",Vicarage Road Stadium,Andre Marriner,/en/matches/2b83068d/Watford-Sheffield-United-October-5-2019-Premier-League,0,0,5-3-2,3-5-2,7.0,6.0,7.0,7.0,20.0,30.0,515.0,728.0,17.0,15.0,9.0,9.0,26.0,24.0,36.0,27.0,2.0,3.0,7.0,6.0,16.0,23.0,65.0,127.0,0.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Sebastian Prödl,Tom Cleverley,Danny Welbeck,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,José Holebas,Christian Kabasele,Roberto Pereyra,Heurelho Gomes,Craig Dawson,Gerard Deulofeu,Nathaniel Chalobah,Will Hughes,Kiko Femenía,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,John Lundstram,Oliver McBurnie,Callum Robinson,John Egan,Oliver Norwood,Simon Moore,Luke Freeman,Billy Sharp,Phil Jagielka,Lys Mousset,Ben Osborn,nan,nan,nan,nan
72,72,8,Sat,2019-10-05,15:00,Burnley,0.6,1.3,Everton,"20,650",Turf Moor,Graham Scott,/en/matches/2f9439d0/Burnley-Everton-October-5-2019-Premier-League,1,0,4-4-2,4-2-3-1,5.0,12.0,7.0,9.0,18.0,25.0,485.0,610.0,15.0,9.0,18.0,7.0,28.0,32.0,24.0,16.0,5.0,1.0,6.0,8.0,23.0,22.0,84.0,84.0,2.0,0.0,0.0,3.0,0.0,1.0,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Jóhann Berg Guðmundsson,Chris Wood,Ashley Barnes,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Erik Pieters,Joe Hart,Charlie Taylor,Robbie Brady,Jay Rodriguez,Aaron Lennon,Matěj Vydra,Jordan Pickford,Michael Keane,Richarlison,Fabian Delph,Dominic Calvert-Lewin,Gylfi Sigurðsson,Lucas Digne,Yerry Mina,Alex Iwobi,Morgan Schneiderlin,Séamus Coleman,Jonas Lössl,Mason Holgate,Djibril Sidibé,Bernard,André Gomes,Tom Davies,nan,nan,nan,nan
73,73,8,Sat,2019-10-05,15:00,Liverpool,3.5,0.1,Leicester City,"53,322",Anfield,Chris Kavanagh,/en/matches/aaed1c4e/Liverpool-Leicester-City-October-5-2019-Premier-League,2,1,4-3-3,4-1-4-1,9.0,17.0,4.0,6.0,17.0,19.0,685.0,634.0,19.0,16.0,14.0,19.0,11.0,17.0,28.0,29.0,3.0,2.0,1.0,9.0,33.0,18.0,92.0,75.0,1.0,0.0,0.0,4.0,0.0,0.0,Adrián,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,James Milner,Roberto Firmino,Sadio Mané,Mohamed Salah,Andrew Robertson,Trent Alexander-Arnold,Caoimhín Kelleher,Naby Keïta,Joe Gomez,Jordan Henderson,Adam Lallana,Divock Origi,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Harvey Barnes,Ricardo Pereira,Wilfred Ndidi,Dennis Praet,Danny Ward,James Justin,Wes Morgan,Demarai Gray,Marc Albrighton,Ayoze Pérez,nan,nan,nan,nan
74,74,8,Sat,2019-10-05,15:00,Norwich City,2.6,3.0,Aston Villa,"27,045",Carrow Road,Andy Madley,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,1,5,4-2-3-1,4-3-3,14.0,17.0,10.0,6.0,20.0,17.0,649.0,534.0,20.0,16.0,7.0,11.0,10.0,14.0,19.0,37.0,0.0,1.0,9.0,10.0,14.0,22.0,43.0,81.0,1.0,0.0,0.0,3.0,0.0,0.0,Michael McGovern,Max Aarons,Ben Godfrey,Moritz Leitner,Jamal Lewis,Todd Cantwell,Emi Buendía,Marco Stiepermann,Teemu Pukki,Kenny McLean,Ibrahim Amadou,Archie Mair,Sam Byram,Patrick Roberts,Josip Drmić,Dennis Srbeny,Adam Idah,Tom Heaton,John McGinn,Wesley Moraes,Jack Grealish,Marvelous Nakamba,Conor Hourihane,Matt Targett,Anwar El Ghazi,Björn Engels,Frederic Guilbert,Tyrone Mings,Jed Steer,Neil Taylor,Douglas Luiz,Ezri Konsa,Trézéguet,Jota,nan,nan,nan,nan
75,75,8,Sat,2019-10-05,17:30,West Ham,1.4,2.1,Crystal Palace,"59,912",London Stadium,Michael Oliver,/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League,1,2,4-1-4-1,4-5-1,11.0,7.0,2.0,2.0,15.0,9.0,652.0,627.0,19.0,10.0,9.0,9.0,27.0,20.0,14.0,18.0,2.0,4.0,6.0,3.0,23.0,19.0,66.0,72.0,3.0,0.0,0.0,2.0,0.0,0.0,Roberto,Aaron Cresswell,Andriy Yarmolenko,Felipe Anderson,Manuel Lanzini,Mark Noble,Angelo Ogbonna,Sébastien Haller,Issa Diop,Ryan Fredericks,Declan Rice,David Martin,Fabián Balbuena,Pablo Zabaleta,Robert Snodgrass,Pablo Fornals,Jack Wilshere,Vicente Guaita,Joel Ward,Patrick van Aanholt,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Jeffrey Schlupp,James McArthur,James McCarthy,Gary Cahill,Martin Kelly,Wayne Hennessey,James Tomkins,Scott Dann,Max Meyer,Andros Townsend,Christian Benteke,nan,nan,nan,nan
76,76,8,Sun,2019-10-06,14:00,Manchester City,1.4,1.0,Wolves,"54,435",Etihad Stadium,Craig Pawson,/en/matches/0481092b/Manchester-City-Wolverhampton-Wanderers-October-6-2019-Premier-League,0,2,4-2-3-1,3-5-2,11.0,14.0,9.0,1.0,36.0,5.0,880.0,390.0,14.0,18.0,11.0,15.0,11.0,15.0,5.0,43.0,1.0,2.0,2.0,11.0,26.0,13.0,79.0,66.0,5.0,0.0,0.0,2.0,0.0,0.0,Ederson,Kyle Walker,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Rodri,David Silva,Fernandinho,Riyad Mahrez,João Cancelo,Nicolás Otamendi,Claudio Bravo,Gabriel Jesus,Oleksandr Zinchenko,Angeliño,Bernardo Silva,Phil Foden,Rui Patrício,Rúben Neves,Raúl Jiménez,Patrick Cutrone,Willy Boly,Conor Coady,Romain Saïss,João Moutinho,Rúben Vinagre,Leander Dendoncker,Adama Traoré,John Ruddy,Matt Doherty,Jesús Vallejo,Ryan Bennett,Morgan Gibbs-White,Jonny Castro,nan,nan,nan,nan
77,77,8,Sun,2019-10-06,14:00,Southampton,1.4,1.7,Chelsea,"31,473",St. Mary's Stadium,Paul Tierney,/en/matches/078b24d4/Southampton-Chelsea-October-6-2019-Premier-League,1,4,4-3-3,4-3-3,8.0,15.0,3.0,4.0,11.0,9.0,551.0,686.0,23.0,19.0,9.0,14.0,15.0,22.0,12.0,21.0,1.0,0.0,5.0,7.0,21.0,33.0,80.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,Angus Gunn,Maya Yoshida,Shane Long,Danny Ings,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Yan Valery,Alex McCarthy,Jack Stephens,Che Adams,Stuart Armstrong,Sofiane Boufal,Michael Obafemi,Kepa Arrizabalaga,Marcos Alonso,Jorginho,N'Golo Kanté,Tammy Abraham,Willian,Kurt Zouma,Mason Mount,Callum Hudson-Odoi,César Azpilicueta,Fikayo Tomori,Willy Caballero,Andreas Christensen,Ross Barkley,Mateo Kovačić,Christian Pulisic,Michy Batshuayi,nan,nan,nan,nan
78,78,8,Sun,2019-10-06,14:00,Arsenal,1.2,0.6,Bournemouth,"60,326",Emirates Stadium,Martin Atkinson,/en/matches/9575566f/Arsenal-Bournemouth-October-6-2019-Premier-League,1,0,4-2-3-1,4-4-2,12.0,6.0,14.0,5.0,24.0,16.0,618.0,596.0,23.0,14.0,8.0,19.0,14.0,26.0,19.0,36.0,0.0,0.0,11.0,10.0,28.0,17.0,94.0,60.0,1.0,0.0,0.0,2.0,0.0,0.0,Bernd Leno,Sokratis Papastathopoulos,Dani Ceballos,Pierre-Emerick Aubameyang,Nicolas Pépé,Calum Chambers,David Luiz,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Bukayo Saka,Emiliano Martínez,Kieran Tierney,Lucas Torreira,Ainsley Maitland-Niles,Rob Holding,Joe Willock,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Dominic Solanke,Callum Wilson,Jack Stacey,Diego Rico,Harry Wilson,Philip Billing,Artur Boruc,Simon Francis,Andrew Surman,Arnaut Danjuma,Lewis Cook,Ryan Fraser,nan,nan,nan,nan
79,79,8,Sun,2019-10-06,16:30,Newcastle Utd,0.8,0.9,Manchester Utd,"51,198",St. James' Park,Mike Dean,/en/matches/e4a80056/Newcastle-United-Manchester-United-October-6-2019-Premier-League,1,0,5-4-1,4-2-3-1,12.0,10.0,4.0,6.0,9.0,25.0,419.0,736.0,12.0,11.0,14.0,8.0,21.0,18.0,17.0,7.0,1.0,2.0,10.0,8.0,19.0,27.0,71.0,73.0,3.0,0.0,0.0,3.0,0.0,0.0,Martin Dúbravka,Ciaran Clark,Fabian Schär,Jamaal Lascelles,Joelinton,Allan Saint-Maximin,Jetro Willems,DeAndre Yedlin,Miguel Almirón,Sean Longstaff,Matthew Longstaff,Karl Darlow,Paul Dummett,Andy Carroll,Jonjo Shelvey,Dwight Gayle,Emil Krafth,David de Gea,Harry Maguire,Juan Mata,Marcus Rashford,Andreas Pereira,Fred,Ashley Young,Diogo Dalot,Daniel James,Axel Tuanzebe,Scott McTominay,Sergio Romero,Marcos Rojo,Mason Greenwood,Angel Gomes,Nemanja Matić,Tahith Chong,nan,nan,nan,nan
80,80,9,Sat,2019-10-19,12:30,Everton,2.1,0.8,West Ham,"39,263",Goodison Park,Paul Tierney,/en/matches/0fa45675/Everton-West-Ham-United-October-19-2019-Premier-League,2,0,4-2-3-1,4-1-4-1,15.0,15.0,11.0,2.0,24.0,5.0,563.0,536.0,24.0,13.0,12.0,8.0,24.0,22.0,9.0,26.0,9.0,4.0,7.0,7.0,19.0,28.0,80.0,74.0,2.0,0.0,0.0,2.0,0.0,0.0,Jordan Pickford,Michael Keane,Richarlison,Theo Walcott,Lucas Digne,Yerry Mina,Alex Iwobi,Djibril Sidibé,Bernard,André Gomes,Tom Davies,Jonas Lössl,Mason Holgate,Leighton Baines,Dominic Calvert-Lewin,Gylfi Sigurðsson,Moise Kean,Roberto,Felipe Anderson,Manuel Lanzini,Mark Noble,Pablo Fornals,Angelo Ogbonna,Sébastien Haller,Issa Diop,Ryan Fredericks,Arthur Masuaku,Declan Rice,David Martin,Fabián Balbuena,Pablo Zabaleta,Andriy Yarmolenko,Robert Snodgrass,Jack Wilshere,nan,nan,nan,nan
81,81,9,Sat,2019-10-19,15:00,Aston Villa,3.0,1.2,Brighton,"41,826",Villa Park,David Coote,/en/matches/34685c72/Aston-Villa-Brighton-and-Hove-Albion-October-19-2019-Premier-League,2,1,4-3-3,4-4-2,9.0,17.0,7.0,5.0,31.0,17.0,605.0,626.0,6.0,11.0,11.0,10.0,8.0,16.0,16.0,29.0,1.0,0.0,9.0,12.0,15.0,12.0,59.0,58.0,1.0,0.0,0.0,4.0,0.0,1.0,Tom Heaton,John McGinn,Wesley Moraes,Jack Grealish,Marvelous Nakamba,Conor Hourihane,Matt Targett,Anwar El Ghazi,Björn Engels,Frederic Guilbert,Tyrone Mings,Jed Steer,Neil Taylor,Douglas Luiz,Henri Lansbury,Ezri Konsa,Trézéguet,Mathew Ryan,Lewis Dunk,Dale Stephens,Neal Maupay,Pascal Groß,Adam Webster,Aaron Mooy,Martín Montoya,Davy Pröpper,Dan Burn,Aaron Connolly,David Button,Shane Duffy,Yves Bissouma,Leandro Trossard,Glenn Murray,Solly March,nan,nan,nan,nan
82,82,9,Sat,2019-10-19,15:00,Leicester City,1.0,1.5,Burnley,"32,105",King Power Stadium,Jonathan Moss,/en/matches/3529c097/Leicester-City-Burnley-October-19-2019-Premier-League,2,1,4-1-4-1,4-4-2,4.0,10.0,9.0,4.0,22.0,19.0,736.0,476.0,22.0,15.0,11.0,13.0,22.0,24.0,23.0,26.0,2.0,3.0,6.0,10.0,25.0,36.0,49.0,57.0,0.0,0.0,0.0,3.0,0.0,0.0,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Harvey Barnes,Ayoze Pérez,Ricardo Pereira,Wilfred Ndidi,Danny Ward,James Justin,Wes Morgan,Demarai Gray,Marc Albrighton,Hamza Choudhury,Nick Pope,Matthew Lowton,James Tarkowski,Ben Mee,Chris Wood,Dwight McNeil,Robbie Brady,Jeff Hendrick,Ashley Westwood,Jay Rodriguez,Erik Pieters,Joe Hart,Charlie Taylor,Ben Gibson,Aaron Lennon,Phil Bardsley,Matěj Vydra,nan,nan,nan,nan
83,83,9,Sat,2019-10-19,15:00,Tottenham,1.0,0.7,Watford,"58,754",Tottenham Hotspur Stadium,Chris Kavanagh,/en/matches/4df24be7/Tottenham-Hotspur-Watford-October-19-2019-Premier-League,1,1,3-4-3,5-3-2,5.0,9.0,11.0,2.0,40.0,5.0,865.0,469.0,11.0,20.0,11.0,14.0,16.0,18.0,6.0,55.0,5.0,1.0,4.0,8.0,30.0,15.0,63.0,83.0,4.0,0.0,0.0,3.0,0.0,0.0,Paulo Gazzaniga,Danny Rose,Toby Alderweireld,Jan Vertonghen,Davinson Sánchez,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Serge Aurier,Lucas Moura,Brandon Austin,Son Heung-min,Érik Lamela,Eric Dier,Juan Foyth,Tanguy Ndombele,Ben Foster,Daryl Janmaat,Craig Dawson,Tom Cleverley,Danny Welbeck,Nathaniel Chalobah,Craig Cathcart,Abdoulaye Doucouré,José Holebas,Christian Kabasele,Roberto Pereyra,Heurelho Gomes,Gerard Deulofeu,Adam Masina,Andre Gray,Will Hughes,Kiko Femenía,nan,nan,nan,nan
84,84,9,Sat,2019-10-19,15:00,Wolves,0.9,1.4,Southampton,"30,915",Molineux Stadium,Peter Bankes,/en/matches/644a3723/Wolverhampton-Wanderers-Southampton-October-19-2019-Premier-League,1,1,3-5-2,3-4-3,10.0,17.0,1.0,3.0,14.0,9.0,647.0,535.0,11.0,9.0,10.0,13.0,24.0,18.0,11.0,19.0,1.0,2.0,10.0,5.0,29.0,18.0,71.0,67.0,3.0,0.0,0.0,2.0,0.0,0.0,Rui Patrício,Ryan Bennett,Rúben Neves,Raúl Jiménez,Patrick Cutrone,Willy Boly,Conor Coady,Jonny Castro,João Moutinho,Leander Dendoncker,Adama Traoré,John Ruddy,Matt Doherty,Jesús Vallejo,Morgan Gibbs-White,Diogo Jota,Rúben Vinagre,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Danny Ings,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Yan Valery,Alex McCarthy,Jack Stephens,Shane Long,Che Adams,Stuart Armstrong,Sofiane Boufal,nan,nan,nan,nan
85,85,9,Sat,2019-10-19,15:00,Chelsea,2.0,0.4,Newcastle Utd,"40,513",Stamford Bridge,Andre Marriner,/en/matches/c17538b0/Chelsea-Newcastle-United-October-19-2019-Premier-League,1,0,4-3-3,5-4-1,9.0,12.0,11.0,0.0,27.0,10.0,811.0,409.0,23.0,12.0,8.0,6.0,22.0,17.0,16.0,32.0,1.0,1.0,5.0,11.0,29.0,15.0,63.0,63.0,2.0,0.0,0.0,1.0,0.0,0.0,Kepa Arrizabalaga,Marcos Alonso,Jorginho,Ross Barkley,Tammy Abraham,Willian,Kurt Zouma,Mason Mount,Callum Hudson-Odoi,César Azpilicueta,Fikayo Tomori,Willy Caballero,Mateo Kovačić,Olivier Giroud,Christian Pulisic,Michy Batshuayi,Reece James,Martin Dúbravka,Ciaran Clark,Fabian Schär,Jamaal Lascelles,Joelinton,Allan Saint-Maximin,Jetro Willems,DeAndre Yedlin,Miguel Almirón,Sean Longstaff,Matthew Longstaff,Karl Darlow,Paul Dummett,Andy Carroll,Jonjo Shelvey,Dwight Gayle,Emil Krafth,nan,nan,nan,nan
86,86,9,Sat,2019-10-19,15:00,Bournemouth,0.7,0.4,Norwich City,"10,669",Vitality Stadium,Lee Mason,/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League,0,0,4-4-2,4-1-4-1,8.0,11.0,6.0,7.0,33.0,14.0,585.0,631.0,16.0,14.0,10.0,9.0,18.0,24.0,24.0,34.0,2.0,2.0,6.0,11.0,28.0,22.0,66.0,78.0,1.0,0.0,0.0,3.0,0.0,0.0,Aaron Ramsdale,Steve Cook,Nathan Aké,Dominic Solanke,Callum Wilson,Adam Smith,Lewis Cook,Diego Rico,Harry Wilson,Ryan Fraser,Philip Billing,Artur Boruc,Simon Francis,Andrew Surman,Joshua King,Arnaut Danjuma,Lloyd Kelly,Tim Krul,Max Aarons,Ben Godfrey,Moritz Leitner,Jamal Lewis,Todd Cantwell,Emi Buendía,Teemu Pukki,Kenny McLean,Ibrahim Amadou,Alexander Tettey,Michael McGovern,Sam Byram,Onel Hernández,Marco Stiepermann,Tom Trybull,Josip Drmić,nan,nan,nan,nan
87,87,9,Sat,2019-10-19,17:30,Crystal Palace,0.9,3.5,Manchester City,"25,480",Selhurst Park,Anthony Taylor,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League,0,2,4-5-1,4-3-3,8.0,10.0,1.0,8.0,8.0,29.0,433.0,835.0,13.0,11.0,22.0,6.0,13.0,21.0,28.0,12.0,3.0,2.0,11.0,5.0,13.0,22.0,62.0,71.0,1.0,0.0,0.0,1.0,0.0,0.0,Wayne Hennessey,Joel Ward,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Jeffrey Schlupp,James McArthur,Gary Cahill,Stephen Henderson,Scott Dann,Max Meyer,Andros Townsend,Christian Benteke,James McCarthy,Ederson,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Rodri,Kevin De Bruyne,Bernardo Silva,David Silva,Benjamin Mendy,Fernandinho,João Cancelo,Claudio Bravo,John Stones,Sergio Agüero,Angeliño,Riyad Mahrez,Phil Foden,nan,nan,nan,nan
88,88,9,Sun,2019-10-20,16:30,Manchester Utd,0.7,1.2,Liverpool,"73,737",Old Trafford,Martin Atkinson,/en/matches/95c3f0c8/North-West-Derby-Manchester-United-Liverpool-October-20-2019-Premier-League,1,1,3-4-1-2,4-3-3,6.0,14.0,3.0,1.0,15.0,25.0,476.0,813.0,10.0,18.0,11.0,10.0,10.0,25.0,30.0,19.0,4.0,1.0,8.0,4.0,33.0,18.0,75.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,David de Gea,Victor Lindelöf,Harry Maguire,Marcus Rashford,Andreas Pereira,Marcos Rojo,Fred,Ashley Young,Daniel James,Aaron Wan-Bissaka,Scott McTominay,Sergio Romero,Phil Jones,Juan Mata,Anthony Martial,Mason Greenwood,James Garner,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Roberto Firmino,Sadio Mané,Jordan Henderson,Andrew Robertson,Divock Origi,Joël Matip,Trent Alexander-Arnold,Adrián,Dejan Lovren,James Milner,Naby Keïta,Joe Gomez,Alex Oxlade-Chamberlain,nan,nan,nan,nan
