,Unnamed: 0,Matchday,Day,Date,Time,home,xG_home,xG_away,away,Assistance,Venue,Referee,Match Report,goals_home,goals_away,formacao_home,formacao_away,Fouls_home,Fouls_away,Corners_home,Corners_away,Crosses_home,Crosses_away,Touches_home,Touches_away,Tackles_home,Tackles_away,Interceptions_home,Interceptions_away,Aerials Won_home,Aerials Won_away,Clearances_home,Clearances_away,Offsides_home,Offsides_away,Goal Kicks_home,Goal Kicks_away,Throw Ins_home,Throw Ins_away,Long Balls_home,Long Balls_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador19_home,jogador18_away,jogador19_away
89,89,9,Mon,2019-10-21,20:00,Sheffield Utd,0.9,1.0,Arsenal,"30,775",Bramall Lane,Mike Dean,/en/matches/f63044fd/Sheffield-United-Arsenal-October-21-2019-Premier-League,1,0,3-5-2,4-2-3-1,10.0,12.0,7.0,12.0,19.0,30.0,463.0,788.0,21.0,17.0,13.0,5.0,27.0,14.0,27.0,11.0,1.0,1.0,5.0,7.0,27.0,24.0,69.0,80.0,4.0,0.0,0.0,4.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,John Lundstram,John Egan,Oliver Norwood,David McGoldrick,Lys Mousset,Simon Moore,Luke Freeman,Oliver McBurnie,Billy Sharp,Callum Robinson,Phil Jagielka,Bernd Leno,Sokratis Papastathopoulos,Pierre-Emerick Aubameyang,Nicolas Pépé,Calum Chambers,David Luiz,Joe Willock,Mattéo Guendouzi,Sead Kolašinac,Granit Xhaka,Bukayo Saka,Emiliano Martínez,Kieran Tierney,Dani Ceballos,Alexandre Lacazette,Lucas Torreira,Rob Holding,nan,nan,nan,nan
90,90,10,Fri,2019-10-25,20:00,Southampton,0.3,4.6,Leicester City,"28,762",St. Mary's Stadium,Andre Marriner,/en/matches/3e9712d7/Southampton-Leicester-City-October-25-2019-Premier-League,0,9,3-5-2,4-1-4-1,3.0,12.0,2.0,7.0,7.0,26.0,434.0,886.0,20.0,26.0,17.0,5.0,10.0,10.0,20.0,9.0,1.0,0.0,6.0,7.0,23.0,25.0,66.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,Angus Gunn,Maya Yoshida,Jannik Vestergaard,Danny Ings,Oriol Romeu,James Ward-Prowse,Ryan Bertrand,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Yan Valery,Alex McCarthy,Jack Stephens,Shane Long,Che Adams,Stuart Armstrong,Sofiane Boufal,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Harvey Barnes,Ayoze Pérez,Ricardo Pereira,Wilfred Ndidi,Danny Ward,James Justin,Wes Morgan,Demarai Gray,Marc Albrighton,Hamza Choudhury,nan,nan,nan,nan
91,91,10,Sat,2019-10-26,12:30,Manchester City,2.9,1.0,Aston Villa,"54,506",Etihad Stadium,Graham Scott,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League,3,0,4-3-3,4-1-4-1,10.0,5.0,13.0,7.0,23.0,18.0,761.0,502.0,13.0,10.0,9.0,13.0,17.0,9.0,19.0,29.0,1.0,2.0,4.0,12.0,16.0,14.0,55.0,58.0,3.0,0.0,1.0,1.0,0.0,0.0,Ederson,John Stones,Raheem Sterling,İlkay Gündoğan,Gabriel Jesus,Kevin De Bruyne,Bernardo Silva,David Silva,Benjamin Mendy,Fernandinho,João Cancelo,Claudio Bravo,Kyle Walker,Sergio Agüero,Angeliño,Riyad Mahrez,Nicolás Otamendi,Tom Heaton,Douglas Luiz,John McGinn,Wesley Moraes,Jack Grealish,Marvelous Nakamba,Trézéguet,Matt Targett,Björn Engels,Frederic Guilbert,Tyrone Mings,Jed Steer,Neil Taylor,Henri Lansbury,Conor Hourihane,Ezri Konsa,Anwar El Ghazi,nan,nan,nan,nan
92,92,10,Sat,2019-10-26,15:00,Watford,0.8,1.0,Bournemouth,"20,821",Vicarage Road Stadium,Mike Dean,/en/matches/1ef8e186/Watford-Bournemouth-October-26-2019-Premier-League,0,0,5-3-2,4-4-2,14.0,8.0,5.0,10.0,19.0,25.0,511.0,666.0,20.0,16.0,12.0,15.0,12.0,15.0,25.0,23.0,5.0,3.0,4.0,7.0,18.0,17.0,68.0,65.0,5.0,0.0,0.0,3.0,0.0,0.0,Ben Foster,Daryl Janmaat,Craig Dawson,Gerard Deulofeu,Tom Cleverley,Adam Masina,Nathaniel Chalobah,Craig Cathcart,Abdoulaye Doucouré,Christian Kabasele,Roberto Pereyra,Heurelho Gomes,Sebastian Prödl,Adrian Mariappa,Andre Gray,Will Hughes,Domingos Quina,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Callum Wilson,Arnaut Danjuma,Adam Smith,Diego Rico,Ryan Fraser,Philip Billing,Artur Boruc,Simon Francis,Dominic Solanke,Lewis Cook,Harry Wilson,Lloyd Kelly,nan,nan,nan,nan
93,93,10,Sat,2019-10-26,15:00,West Ham,2.3,1.0,Sheffield Utd,"59,878",London Stadium,David Coote,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,1,1,4-1-4-1,3-5-2,7.0,10.0,10.0,4.0,34.0,15.0,693.0,520.0,12.0,11.0,9.0,14.0,19.0,24.0,11.0,28.0,4.0,4.0,3.0,7.0,25.0,20.0,96.0,80.0,2.0,0.0,0.0,2.0,0.0,0.0,Roberto,Aaron Cresswell,Fabián Balbuena,Pablo Zabaleta,Andriy Yarmolenko,Felipe Anderson,Robert Snodgrass,Mark Noble,Sébastien Haller,Issa Diop,Declan Rice,David Martin,Manuel Lanzini,Carlos Sánchez,Pablo Fornals,Angelo Ogbonna,Ryan Fredericks,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,John Lundstram,Callum Robinson,John Egan,Oliver Norwood,David McGoldrick,Simon Moore,Luke Freeman,Oliver McBurnie,Billy Sharp,Phil Jagielka,Lys Mousset,nan,nan,nan,nan
94,94,10,Sat,2019-10-26,15:00,Brighton,1.2,0.9,Everton,"30,529",The American Express Community Stadium,Andy Madley,/en/matches/f728ceea/Brighton-and-Hove-Albion-Everton-October-26-2019-Premier-League,3,2,4-4-2,4-2-3-1,12.0,12.0,0.0,5.0,8.0,12.0,677.0,577.0,18.0,17.0,17.0,17.0,8.0,11.0,9.0,13.0,3.0,2.0,7.0,5.0,22.0,25.0,53.0,60.0,2.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Lewis Dunk,Dale Stephens,Neal Maupay,Pascal Groß,Adam Webster,Martín Montoya,Davy Pröpper,Dan Burn,Aaron Connolly,Steven Alzate,David Button,Yves Bissouma,Leandro Trossard,Leon Balogun,Glenn Murray,Solly March,Jordan Pickford,Mason Holgate,Michael Keane,Richarlison,Theo Walcott,Lucas Digne,Alex Iwobi,Djibril Sidibé,Bernard,André Gomes,Tom Davies,Jonas Lössl,Fabian Delph,Dominic Calvert-Lewin,Gylfi Sigurðsson,Morgan Schneiderlin,Séamus Coleman,nan,nan,nan,nan
95,95,10,Sat,2019-10-26,17:30,Burnley,2.1,0.9,Chelsea,"20,975",Turf Moor,Michael Oliver,/en/matches/082dc9ef/Burnley-Chelsea-October-26-2019-Premier-League,2,4,4-4-2,4-2-3-1,7.0,8.0,5.0,6.0,19.0,16.0,539.0,849.0,16.0,13.0,13.0,11.0,19.0,16.0,17.0,22.0,1.0,0.0,3.0,11.0,13.0,22.0,88.0,63.0,3.0,0.0,0.0,2.0,0.0,0.0,Nick Pope,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Ashley Barnes,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jay Rodriguez,Erik Pieters,Joe Hart,Charlie Taylor,Robbie Brady,Aaron Lennon,Phil Bardsley,Matěj Vydra,Kepa Arrizabalaga,Marcos Alonso,Jorginho,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Mason Mount,Christian Pulisic,César Azpilicueta,Fikayo Tomori,Willy Caballero,Pedro,Olivier Giroud,Callum Hudson-Odoi,Michy Batshuayi,Reece James,nan,nan,nan,nan
96,96,10,Sun,2019-10-27,14:00,Newcastle Utd,1.0,2.1,Wolves,"46,019",St. James' Park,Kevin Friend,/en/matches/efe2b576/Newcastle-United-Wolverhampton-Wanderers-October-27-2019-Premier-League,1,1,5-4-1,3-5-2,8.0,16.0,3.0,6.0,22.0,26.0,550.0,692.0,13.0,18.0,5.0,7.0,30.0,24.0,29.0,19.0,1.0,1.0,9.0,8.0,21.0,18.0,59.0,60.0,2.0,1.0,0.0,2.0,0.0,0.0,Martin Dúbravka,Ciaran Clark,Jamaal Lascelles,Joelinton,Allan Saint-Maximin,Jetro Willems,Federico Fernández,DeAndre Yedlin,Miguel Almirón,Sean Longstaff,Matthew Longstaff,Karl Darlow,Paul Dummett,Jonjo Shelvey,Dwight Gayle,Yoshinori Mutō,Emil Krafth,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,Adama Traoré,John Ruddy,Jesús Vallejo,Pedro Neto,Patrick Cutrone,Rúben Vinagre,Max Kilman,nan,nan,nan,nan
97,97,10,Sun,2019-10-27,16:30,Arsenal,1.3,1.6,Crystal Palace,"60,345",Emirates Stadium,Martin Atkinson,/en/matches/077b30ff/Arsenal-Crystal-Palace-October-27-2019-Premier-League,2,2,4-4-2,4-5-1,18.0,9.0,12.0,5.0,29.0,25.0,607.0,506.0,21.0,14.0,6.0,9.0,17.0,25.0,17.0,30.0,1.0,1.0,4.0,12.0,22.0,13.0,62.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,Bernd Leno,Kieran Tierney,Sokratis Papastathopoulos,Dani Ceballos,Alexandre Lacazette,Pierre-Emerick Aubameyang,Nicolas Pépé,Calum Chambers,David Luiz,Mattéo Guendouzi,Granit Xhaka,Emiliano Martínez,Héctor Bellerín,Lucas Torreira,Rob Holding,Sead Kolašinac,Gabriel Martinelli,Wayne Hennessey,Joel Ward,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Jordan Ayew,Andros Townsend,Wilfried Zaha,James McArthur,Gary Cahill,Stephen Henderson,Scott Dann,Max Meyer,Jeffrey Schlupp,Christian Benteke,James McCarthy,nan,nan,nan,nan
98,98,10,Sun,2019-10-27,16:30,Liverpool,2.6,1.2,Tottenham,"53,222",Anfield,Anthony Taylor,/en/matches/16f28685/Liverpool-Tottenham-Hotspur-October-27-2019-Premier-League,2,1,4-3-3,4-3-3,9.0,11.0,8.0,3.0,34.0,11.0,802.0,477.0,20.0,16.0,12.0,10.0,22.0,16.0,9.0,38.0,0.0,4.0,8.0,8.0,22.0,23.0,84.0,70.0,3.0,0.0,0.0,3.0,0.0,0.0,Alisson,Fabinho,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Andrew Robertson,Trent Alexander-Arnold,Adrián,James Milner,Naby Keïta,Joe Gomez,Alex Oxlade-Chamberlain,Adam Lallana,Paulo Gazzaniga,Danny Rose,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Harry Winks,Harry Kane,Moussa Sissoko,Dele Alli,Christian Eriksen,Serge Aurier,Brandon Austin,Jan Vertonghen,Eric Dier,Giovani Lo Celso,Lucas Moura,Tanguy Ndombele,nan,nan,nan,nan
99,99,10,Sun,2019-10-27,16:30,Norwich City,1.0,4.2,Manchester Utd,"27,108",Carrow Road,Stuart Attwell,/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League,1,3,4-1-4-1,4-2-3-1,13.0,10.0,1.0,10.0,6.0,19.0,577.0,640.0,26.0,24.0,8.0,6.0,4.0,6.0,18.0,15.0,1.0,0.0,8.0,5.0,19.0,22.0,46.0,64.0,2.0,0.0,0.0,2.0,0.0,0.0,Tim Krul,Max Aarons,Ben Godfrey,Moritz Leitner,Jamal Lewis,Todd Cantwell,Emi Buendía,Teemu Pukki,Kenny McLean,Ibrahim Amadou,Alexander Tettey,Michael McGovern,Sam Byram,Onel Hernández,Marco Stiepermann,Tom Trybull,Josip Drmić,David de Gea,Victor Lindelöf,Harry Maguire,Anthony Martial,Marcus Rashford,Andreas Pereira,Fred,Ashley Young,Daniel James,Aaron Wan-Bissaka,Scott McTominay,Sergio Romero,Juan Mata,Jesse Lingard,Marcos Rojo,Mason Greenwood,James Garner,nan,nan,nan,nan
100,100,11,Sat,2019-11-02,12:30,Bournemouth,1.9,0.8,Manchester Utd,"10,669",Vitality Stadium,Chris Kavanagh,/en/matches/9e35d172/Bournemouth-Manchester-United-November-2-2019-Premier-League,1,0,4-4-2,4-2-3-1,14.0,12.0,4.0,10.0,13.0,23.0,546.0,665.0,13.0,18.0,19.0,12.0,14.0,6.0,37.0,12.0,1.0,4.0,8.0,7.0,21.0,27.0,75.0,71.0,4.0,0.0,0.0,3.0,0.0,0.0,Aaron Ramsdale,Steve Cook,Nathan Aké,Joshua King,Jefferson Lerma,Callum Wilson,Adam Smith,Diego Rico,Harry Wilson,Ryan Fraser,Philip Billing,Artur Boruc,Simon Francis,Dominic Solanke,Arnaut Danjuma,Lewis Cook,Lloyd Kelly,David de Gea,Victor Lindelöf,Harry Maguire,Anthony Martial,Marcus Rashford,Andreas Pereira,Fred,Ashley Young,Daniel James,Aaron Wan-Bissaka,Scott McTominay,Sergio Romero,Juan Mata,Jesse Lingard,Marcos Rojo,Mason Greenwood,James Garner,nan,nan,nan,nan
101,101,11,Sat,2019-11-02,15:00,Sheffield Utd,2.3,0.8,Burnley,"31,131",Bramall Lane,Simon Hooper,/en/matches/21606115/Sheffield-United-Burnley-November-2-2019-Premier-League,3,0,3-5-2,4-4-2,8.0,12.0,7.0,6.0,23.0,23.0,526.0,606.0,17.0,5.0,7.0,4.0,32.0,29.0,25.0,20.0,1.0,0.0,7.0,10.0,21.0,28.0,87.0,103.0,1.0,0.0,0.0,2.0,0.0,0.0,Dean Henderson,George Baldock,Enda Stevens,John Fleck,Jack O'Connell,Chris Basham,John Lundstram,John Egan,Oliver Norwood,David McGoldrick,Lys Mousset,Simon Moore,Luke Freeman,Oliver McBurnie,Billy Sharp,Callum Robinson,Phil Jagielka,Nick Pope,Matthew Lowton,Jack Cork,James Tarkowski,Ben Mee,Ashley Barnes,Dwight McNeil,Jeff Hendrick,Ashley Westwood,Jay Rodriguez,Erik Pieters,Joe Hart,Charlie Taylor,Robbie Brady,Ben Gibson,Aaron Lennon,Phil Bardsley,nan,nan,nan,nan
102,102,11,Sat,2019-11-02,15:00,Brighton,2.7,0.4,Norwich City,"30,539",The American Express Community Stadium,Kevin Friend,/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League,2,0,4-4-2,4-2-3-1,11.0,8.0,8.0,3.0,19.0,4.0,691.0,525.0,19.0,13.0,13.0,13.0,14.0,6.0,6.0,21.0,3.0,1.0,4.0,15.0,17.0,18.0,70.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,Mathew Ryan,Lewis Dunk,Dale Stephens,Neal Maupay,Pascal Groß,Adam Webster,Martín Montoya,Davy Pröpper,Dan Burn,Aaron Connolly,Steven Alzate,David Button,Shane Duffy,Leandro Trossard,Glenn Murray,Aaron Mooy,Solly March,Tim Krul,Max Aarons,Ben Godfrey,Onel Hernández,Jamal Lewis,Emi Buendía,Marco Stiepermann,Tom Trybull,Teemu Pukki,Kenny McLean,Alexander Tettey,Ralf Fährmann,Sam Byram,Moritz Leitner,Todd Cantwell,Josip Drmić,Ibrahim Amadou,nan,nan,nan,nan
103,103,11,Sat,2019-11-02,15:00,Aston Villa,0.4,2.4,Liverpool,"41,878",Villa Park,Jonathan Moss,/en/matches/2206646c/Aston-Villa-Liverpool-November-2-2019-Premier-League,1,2,4-3-3,4-3-3,12.0,9.0,2.0,10.0,13.0,39.0,416.0,831.0,20.0,17.0,13.0,8.0,19.0,22.0,51.0,24.0,3.0,2.0,18.0,3.0,22.0,31.0,83.0,74.0,1.0,0.0,0.0,2.0,0.0,0.0,Tom Heaton,Douglas Luiz,John McGinn,Wesley Moraes,Marvelous Nakamba,Trézéguet,Matt Targett,Anwar El Ghazi,Björn Engels,Frederic Guilbert,Tyrone Mings,Jed Steer,Neil Taylor,Henri Lansbury,Conor Hourihane,Ezri Konsa,Jonathan Kodjia,Alisson,Virgil van Dijk,Georginio Wijnaldum,Dejan Lovren,Roberto Firmino,Sadio Mané,Mohamed Salah,Jordan Henderson,Adam Lallana,Andrew Robertson,Trent Alexander-Arnold,Adrián,Fabinho,James Milner,Naby Keïta,Joe Gomez,Alex Oxlade-Chamberlain,nan,nan,nan,nan
104,104,11,Sat,2019-11-02,15:00,Arsenal,0.9,1.8,Wolves,"60,383",Emirates Stadium,Michael Oliver,/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League,1,1,4-3-1-2,3-4-3,6.0,15.0,8.0,9.0,32.0,25.0,718.0,577.0,16.0,22.0,7.0,14.0,7.0,18.0,23.0,24.0,2.0,2.0,5.0,8.0,22.0,21.0,52.0,67.0,0.0,0.0,0.0,2.0,0.0,0.0,Bernd Leno,Kieran Tierney,Sokratis Papastathopoulos,Dani Ceballos,Alexandre Lacazette,Mesut Özil,Lucas Torreira,Pierre-Emerick Aubameyang,Calum Chambers,David Luiz,Mattéo Guendouzi,Emiliano Martínez,Héctor Bellerín,Nicolas Pépé,Joe Willock,Sead Kolašinac,Gabriel Martinelli,Rui Patrício,Matt Doherty,Rúben Neves,Raúl Jiménez,Conor Coady,Diogo Jota,Jonny Castro,Romain Saïss,João Moutinho,Leander Dendoncker,Adama Traoré,John Ruddy,Pedro Neto,Patrick Cutrone,Morgan Gibbs-White,Taylor Perry,Rúben Vinagre,nan,nan,nan,nan
105,105,11,Sat,2019-11-02,15:00,West Ham,1.8,1.5,Newcastle Utd,"59,907",London Stadium,Stuart Attwell,/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League,2,3,4-1-4-1,5-4-1,10.0,7.0,7.0,3.0,34.0,11.0,758.0,415.0,13.0,18.0,5.0,10.0,18.0,20.0,12.0,44.0,1.0,4.0,3.0,12.0,32.0,8.0,58.0,75.0,2.0,0.0,0.0,1.0,0.0,0.0,Roberto,Aaron Cresswell,Fabián Balbuena,Pablo Zabaleta,Andriy Yarmolenko,Felipe Anderson,Robert Snodgrass,Mark Noble,Sébastien Haller,Issa Diop,Declan Rice,David Martin,Manuel Lanzini,Carlos Sánchez,Pablo Fornals,Angelo Ogbonna,Ryan Fredericks,Martin Dúbravka,Ciaran Clark,Jamaal Lascelles,Jonjo Shelvey,Joelinton,Allan Saint-Maximin,Isaac Hayden,Jetro Willems,Federico Fernández,DeAndre Yedlin,Miguel Almirón,Karl Darlow,Paul Dummett,Andy Carroll,Dwight Gayle,Emil Krafth,Christian Atsu,nan,nan,nan,nan
106,106,11,Sat,2019-11-02,15:00,Manchester City,2.9,0.9,Southampton,"53,922",Etihad Stadium,Lee Mason,/en/matches/afbdd3aa/Manchester-City-Southampton-November-2-2019-Premier-League,2,1,4-3-3,5-3-2,11.0,10.0,17.0,0.0,62.0,4.0,835.0,427.0,9.0,20.0,3.0,11.0,18.0,23.0,5.0,80.0,3.0,0.0,2.0,13.0,34.0,13.0,77.0,75.0,3.0,0.0,0.0,1.0,0.0,0.0,Ederson,Kyle Walker,John Stones,Raheem Sterling,İlkay Gündoğan,Sergio Agüero,Angeliño,Kevin De Bruyne,Bernardo Silva,David Silva,Fernandinho,Claudio Bravo,Gabriel Jesus,Benjamin Mendy,Riyad Mahrez,João Cancelo,Nicolás Otamendi,Alex McCarthy,Jannik Vestergaard,Jack Stephens,Danny Ings,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Nathan Redmond,Pierre Højbjerg,Jan Bednarek,Yan Valery,Angus Gunn,Maya Yoshida,Shane Long,Che Adams,Moussa Djenepo,Sofiane Boufal,nan,nan,nan,nan
107,107,11,Sat,2019-11-02,17:30,Watford,1.3,2.1,Chelsea,"21,011",Vicarage Road Stadium,Anthony Taylor,/en/matches/0b8b7f66/Watford-Chelsea-November-2-2019-Premier-League,1,2,5-4-1,4-2-3-1,8.0,5.0,1.0,6.0,17.0,13.0,527.0,954.0,16.0,16.0,8.0,13.0,11.0,12.0,20.0,18.0,0.0,0.0,6.0,8.0,16.0,18.0,61.0,61.0,4.0,0.0,0.0,2.0,0.0,0.0,Ben Foster,Daryl Janmaat,Craig Dawson,Gerard Deulofeu,Adam Masina,Nathaniel Chalobah,Craig Cathcart,Abdoulaye Doucouré,Andre Gray,Christian Kabasele,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Will Hughes,Kiko Femenía,Isaac Success,José Holebas,Kepa Arrizabalaga,Jorginho,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Mason Mount,Christian Pulisic,César Azpilicueta,Fikayo Tomori,Emerson Palmieri,Willy Caballero,Marcos Alonso,Olivier Giroud,Callum Hudson-Odoi,Michy Batshuayi,Reece James,nan,nan,nan,nan
108,108,11,Sun,2019-11-03,14:00,Crystal Palace,0.5,1.1,Leicester City,"25,480",Selhurst Park,Paul Tierney,/en/matches/25d28387/Crystal-Palace-Leicester-City-November-3-2019-Premier-League,0,2,4-5-1,4-1-4-1,15.0,16.0,5.0,6.0,20.0,20.0,501.0,598.0,19.0,22.0,9.0,8.0,18.0,17.0,13.0,26.0,2.0,1.0,5.0,7.0,30.0,20.0,59.0,63.0,2.0,0.0,0.0,2.0,0.0,0.0,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Jordan Ayew,Wilfried Zaha,Jeffrey Schlupp,James McArthur,Gary Cahill,Wayne Hennessey,Scott Dann,Max Meyer,Christian Benteke,James McCarthy,Víctor Camarasa,Kasper Schmeichel,Ben Chilwell,Çağlar Söyüncü,Jonny Evans,Youri Tielemans,Jamie Vardy,James Maddison,Harvey Barnes,Ayoze Pérez,Ricardo Pereira,Wilfred Ndidi,Danny Ward,James Justin,Wes Morgan,Demarai Gray,Marc Albrighton,Kelechi Iheanacho,nan,nan,nan,nan
109,109,11,Sun,2019-11-03,16:30,Everton,1.1,0.6,Tottenham,"39,001",Goodison Park,Martin Atkinson,/en/matches/efe9c8f4/Everton-Tottenham-Hotspur-November-3-2019-Premier-League,1,1,4-1-4-1,4-2-3-1,9.0,8.0,5.0,2.0,28.0,7.0,528.0,610.0,26.0,15.0,6.0,11.0,16.0,17.0,8.0,30.0,1.0,2.0,5.0,11.0,26.0,33.0,82.0,61.0,1.0,0.0,0.0,2.0,1.0,0.0,Jordan Pickford,Mason Holgate,Richarlison,Fabian Delph,Theo Walcott,Lucas Digne,Yerry Mina,Alex Iwobi,Djibril Sidibé,André Gomes,Tom Davies,Jonas Lössl,Michael Keane,Dominic Calvert-Lewin,Gylfi Sigurðsson,Cenk Tosun,Séamus Coleman,Paulo Gazzaniga,Toby Alderweireld,Davinson Sánchez,Son Heung-min,Moussa Sissoko,Dele Alli,Christian Eriksen,Serge Aurier,Lucas Moura,Tanguy Ndombele,Ben Davies,Michel Vorm,Harry Winks,Eric Dier,Giovani Lo Celso,Ryan Sessegnon,Juan Foyth,nan,nan,nan,nan
110,110,12,Fri,2019-11-08,20:00,Norwich City,0.7,1.3,Watford,"27,074",Carrow Road,Andre Marriner,/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League,0,2,4-2-3-1,5-3-2,7.0,13.0,10.0,4.0,28.0,10.0,777.0,486.0,18.0,25.0,7.0,15.0,8.0,10.0,10.0,38.0,1.0,0.0,9.0,8.0,23.0,13.0,57.0,62.0,1.0,0.0,0.0,4.0,0.0,1.0,Tim Krul,Max Aarons,Ben Godfrey,Onel Hernández,Jamal Lewis,Emi Buendía,Marco Stiepermann,Tom Trybull,Teemu Pukki,Kenny McLean,Alexander Tettey,Ralf Fährmann,Sam Byram,Mario Vrančić,Todd Cantwell,Josip Drmić,Ibrahim Amadou,Ben Foster,Daryl Janmaat,Craig Dawson,Gerard Deulofeu,Craig Cathcart,Abdoulaye Doucouré,Will Hughes,José Holebas,Christian Kabasele,Étienne Capoue,Roberto Pereyra,Heurelho Gomes,Adrian Mariappa,Troy Deeney,Adam Masina,Nathaniel Chalobah,Andre Gray,nan,nan,nan,nan
111,111,12,Sat,2019-11-09,12:30,Chelsea,3.6,0.2,Crystal Palace,"40,525",Stamford Bridge,Mike Dean,/en/matches/99680077/Chelsea-Crystal-Palace-November-9-2019-Premier-League,2,0,4-2-3-1,4-5-1,9.0,17.0,7.0,0.0,22.0,7.0,726.0,518.0,19.0,19.0,10.0,11.0,19.0,16.0,10.0,23.0,0.0,0.0,7.0,13.0,23.0,17.0,60.0,60.0,3.0,0.0,0.0,2.0,0.0,0.0,Kepa Arrizabalaga,N'Golo Kanté,Tammy Abraham,Willian,Kurt Zouma,Mateo Kovačić,Mason Mount,Christian Pulisic,Reece James,Fikayo Tomori,Emerson Palmieri,Willy Caballero,Andreas Christensen,Olivier Giroud,Callum Hudson-Odoi,Michy Batshuayi,César Azpilicueta,Vicente Guaita,Joel Ward,Patrick van Aanholt,Luka Milivojević,James Tomkins,Cheikhou Kouyaté,Jordan Ayew,Andros Townsend,Wilfried Zaha,James McArthur,Gary Cahill,Wayne Hennessey,Scott Dann,Jeffrey Schlupp,Christian Benteke,James McCarthy,Martin Kelly,nan,nan,nan,nan
112,112,12,Sat,2019-11-09,15:00,Southampton,0.9,1.8,Everton,"29,754",St. Mary's Stadium,Paul Tierney,/en/matches/553c5b11/Southampton-Everton-November-9-2019-Premier-League,1,2,3-4-3,4-2-3-1,12.0,12.0,5.0,9.0,11.0,26.0,506.0,561.0,12.0,23.0,6.0,10.0,23.0,27.0,26.0,20.0,2.0,0.0,12.0,8.0,22.0,29.0,65.0,84.0,1.0,0.0,0.0,1.0,0.0,0.0,Alex McCarthy,Cédric Soares,Jannik Vestergaard,Jack Stephens,Danny Ings,Moussa Djenepo,Oriol Romeu,James Ward-Prowse,Stuart Armstrong,Nathan Redmond,Jan Bednarek,Angus Gunn,Maya Yoshida,Che Adams,Sofiane Boufal,Michael Obafemi,Kevin Danso,Jordan Pickford,Mason Holgate,Richarlison,Gylfi Sigurðsson,Theo Walcott,Lucas Digne,Yerry Mina,Cenk Tosun,Morgan Schneiderlin,Djibril Sidibé,Tom Davies,Jonas Lössl,Leighton Baines,Michael Keane,Dominic Calvert-Lewin,Alex Iwobi,Séamus Coleman,nan,nan,nan,nan
